TAGID,Date,Area,H2,O2,N2,C2H2,C2H4,C2H6,CH4,CO
3328TR001A,25/11/2013,GSP3,-,-,-,-,-,-,-,-
,,,,,,,,,,
3328TR001B,23/12/2022,GSP3,-,-,-,-,-,-,-,-
3328TR001B,22/12/2022,GSP3,-,-,-,-,-,-,-,-
3328TR001B,21/12/2022,GSP3,17,25342,61054,0,1,1,4,136
3328TR001B,24/12/2021,GSP3,-,-,-,-,-,-,-,-
3328TR001B,25/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR001B,24/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR001B,23/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR001B,22/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR001B,21/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR001B,20/11/2021,GSP3,11,27101,64912,0,2,1,4,119
3328TR001B,15/7/2021,GSP3,-,-,-,-,-,-,-,-
3328TR001B,23/11/2020,GSP3,8,9085,24963,0,1,0,2,72
3328TR001B,22/11/2020,GSP3,-,-,-,-,-,-,-,-
3328TR001B,28/11/2019,GSP3,7,7551,24371,0,3,1,2,75
3328TR001B,13/11/2019,GSP3,-,-,-,-,-,-,-,-
3328TR001B,11/12/2018,GSP3,0,20219,53888,0,0,0,0,99
3328TR001B,25/12/2017,GSP3,-,-,-,-,-,-,-,-
3328TR001B,15/12/2017,GSP3,-,-,-,-,-,-,-,-
3328TR001B,14/12/2017,GSP3,15,23345,59064,0,0,0,3,149
3328TR001B,14/12/2016,GSP3,-,-,-,-,-,-,-,-
3328TR001B,23/11/2015,GSP3,-,-,-,-,-,-,-,-
3328TR001B,29/1/2015,GSP3,-,-,-,-,-,-,-,-
3328TR001B,25/11/2013,GSP3,-,-,-,-,-,-,-,-
,,,,,,,,,,
3328TR002A,23/12/2022,GSP3,-,-,-,-,-,-,-,-
3328TR002A,22/12/2022,GSP3,-,-,-,-,-,-,-,-
3328TR002A,21/12/2022,GSP3,21,25933,60271,0,12,1,5,43
3328TR002A,24/12/2021,GSP3,-,-,-,-,-,-,-,-
3328TR002A,25/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR002A,24/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR002A,23/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR002A,22/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR002A,21/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR002A,20/11/2021,GSP3,13,25447,66802,0,7,1,5,195
3328TR002A,15/7/2021,GSP3,-,-,-,-,-,-,-,-
3328TR002A,23/11/2020,GSP3,7,8762,25993,0,6,1,3,105
3328TR002A,22/11/2020,GSP3,-,-,-,-,-,-,-,-
3328TR002A,28/11/2019,GSP3,6,6704,23649,0,7,2,2,96
3328TR002A,13/11/2019,GSP3,-,-,-,-,-,-,-,-
3328TR002A,11/12/2018,GSP3,18,15892,61827,0,12,0,3,165
3328TR002A,25/12/2017,GSP3,-,-,-,-,-,-,-,-
3328TR002A,15/12/2017,GSP3,-,-,-,-,-,-,-,-
3328TR002A,14/12/2017,GSP3,0,17170,43352,0,8,0,0,201
3328TR002A,14/12/2016,GSP3,-,-,-,-,-,-,-,-
3328TR002A,23/11/2015,GSP3,-,-,-,-,-,-,-,-
3328TR002A,29/1/2015,GSP3,-,-,-,-,-,-,-,-
3328TR002A,25/11/2013,GSP3,-,-,-,-,-,-,-,-
,,,,,,,,,,
3328TR002B,23/12/2022,GSP3,-,-,-,-,-,-,-,-
3328TR002B,22/12/2022,GSP3,-,-,-,-,-,-,-,-
3328TR002B,21/12/2022,GSP3,21,24917,60500,0,3,2,3,151
3328TR002B,24/12/2021,GSP3,-,-,-,-,-,-,-,-
3328TR002B,25/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR002B,24/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR002B,23/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR002B,22/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR002B,21/11/2021,GSP3,12,23851,61156,0,4,1,4,140
3328TR002B,20/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR002B,15/7/2021,GSP3,-,-,-,-,-,-,-,-
3328TR002B,23/11/2020,GSP3,8,9821,26466,0,15,2,3,87
3328TR002B,22/11/2020,GSP3,-,-,-,-,-,-,-,-
3328TR002B,28/11/2019,GSP3,10,6592,23281,0,6,1,2,98
3328TR002B,13/11/2019,GSP3,-,-,-,-,-,-,-,-
3328TR002B,11/12/2018,GSP3,18,20830,57738,0,3,0,1,139
3328TR002B,25/12/2017,GSP3,-,-,-,-,-,-,-,-
3328TR002B,15/12/2017,GSP3,-,-,-,-,-,-,-,-
3328TR002B,14/12/2017,GSP3,17,25965,63713,0,14,0,0,204
3328TR002B,14/12/2016,GSP3,-,-,-,-,-,-,-,-
3328TR002B,23/11/2015,GSP3,-,-,-,-,-,-,-,-
3328TR002B,29/1/2015,GSP3,-,-,-,-,-,-,-,-
3328TR002B,25/11/2013,GSP3,-,-,-,-,-,-,-,-
,,,,,,,,,,
3328TR003A,23/12/2022,GSP3,-,-,-,-,-,-,-,-
3328TR003A,22/12/2022,GSP3,0,28397,65054,0,1,0,3,103
3328TR003A,21/12/2022,GSP3,-,-,-,-,-,-,-,-
3328TR003A,24/12/2021,GSP3,-,-,-,-,-,-,-,-
3328TR003A,25/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR003A,24/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR003A,23/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR003A,22/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR003A,21/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR003A,20/11/2021,GSP3,6,26969,62562,0,2,1,4,91
3328TR003A,15/7/2021,GSP3,-,-,-,-,-,-,-,-
3328TR003A,23/11/2020,GSP3,2,10760,24526,0,2,0,2,47
3328TR003A,22/11/2020,GSP3,-,-,-,-,-,-,-,-
3328TR003A,28/11/2019,GSP3,5,9568,26406,0,1,1,2,52
3328TR003A,13/11/2019,GSP3,-,-,-,-,-,-,-,-
3328TR003A,11/12/2018,GSP3,0,24844,60348,0,0,0,0,70
3328TR003A,25/12/2017,GSP3,-,-,-,-,-,-,-,-
3328TR003A,15/12/2017,GSP3,-,-,-,-,-,-,-,-
3328TR003A,14/12/2017,GSP3,0,20793,50268,0,0,0,0,96
3328TR003A,14/12/2016,GSP3,-,-,-,-,-,-,-,-
3328TR003A,23/11/2015,GSP3,-,-,-,-,-,-,-,-
3328TR003A,29/1/2015,GSP3,-,-,-,-,-,-,-,-
3328TR003A,25/11/2013,GSP3,-,-,-,-,-,-,-,-
,,,,,,,,,,
3328TR003B,23/12/2022,GSP3,-,-,-,-,-,-,-,-
3328TR003B,22/12/2022,GSP3,11,27287,62594,0,1,0,3,102
3328TR003B,21/12/2022,GSP3,-,-,-,-,-,-,-,-
3328TR003B,24/12/2021,GSP3,-,-,-,-,-,-,-,-
3328TR003B,25/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR003B,24/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR003B,23/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR003B,22/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR003B,21/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR003B,20/11/2021,GSP3,6,28031,63776,0,1,0,4,85
3328TR003B,15/7/2021,GSP3,-,-,-,-,-,-,-,-
3328TR003B,23/11/2020,GSP3,5,12599,28544,0,1,0,2,48
3328TR003B,22/11/2020,GSP3,-,-,-,-,-,-,-,-
3328TR003B,28/11/2019,GSP3,3,8892,24258,0,1,1,2,50
3328TR003B,13/11/2019,GSP3,-,-,-,-,-,-,-,-
3328TR003B,11/12/2018,GSP3,0,24768,59714,2,0,0,0,68
3328TR003B,25/12/2017,GSP3,-,-,-,-,-,-,-,-
3328TR003B,15/12/2017,GSP3,-,-,-,-,-,-,-,-
3328TR003B,14/12/2017,GSP3,0,26238,64126,0,0,0,0,97
3328TR003B,14/12/2016,GSP3,-,-,-,-,-,-,-,-
3328TR003B,23/11/2015,GSP3,-,-,-,-,-,-,-,-
3328TR003B,29/1/2015,GSP3,-,-,-,-,-,-,-,-
3328TR003B,25/11/2013,GSP3,-,-,-,-,-,-,-,-
,,,,,,,,,,
3328TR004A,23/12/2022,GSP3,-,-,-,-,-,-,-,-
3328TR004A,22/12/2022,GSP3,-,-,-,-,-,-,-,-
3328TR004A,21/12/2022,GSP3,9,27275,62280,0,2,1,3,97
3328TR004A,24/12/2021,GSP3,-,-,-,-,-,-,-,-
3328TR004A,25/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR004A,24/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR004A,23/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR004A,22/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR004A,21/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR004A,20/11/2021,GSP3,8,31104,71599,0,3,1,4,101
3328TR004A,15/7/2021,GSP3,-,-,-,-,-,-,-,-
3328TR004A,23/11/2020,GSP3,4,11512,26328,0,2,0,2,53
3328TR004A,22/11/2020,GSP3,-,-,-,-,-,-,-,-
3328TR004A,28/11/2019,GSP3,3,9479,27702,0,2,1,2,52
3328TR004A,13/11/2019,GSP3,-,-,-,-,-,-,-,-
3328TR004A,11/12/2018,GSP3,0,27112,67576,0,0,0,0,82
3328TR004A,25/12/2017,GSP3,-,-,-,-,-,-,-,-
3328TR004A,15/12/2017,GSP3,-,-,-,-,-,-,-,-
3328TR004A,14/12/2017,GSP3,0,21818,48633,0,0,0,0,97
3328TR004A,14/12/2016,GSP3,-,-,-,-,-,-,-,-
3328TR004A,23/11/2015,GSP3,-,-,-,-,-,-,-,-
3328TR004A,29/1/2015,GSP3,-,-,-,-,-,-,-,-
3328TR004A,25/11/2013,GSP3,-,-,-,-,-,-,-,-
,,,,,,,,,,
3328TR004B,23/12/2022,GSP3,-,-,-,-,-,-,-,-
3328TR004B,22/12/2022,GSP3,-,-,-,-,-,-,-,-
3328TR004B,21/12/2022,GSP3,0,26487,26487,0,6,0,3,96
3328TR004B,24/12/2021,GSP3,-,-,-,-,-,-,-,-
3328TR004B,25/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR004B,24/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR004B,23/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR004B,22/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR004B,21/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR004B,20/11/2021,GSP3,2,29965,29965,0,5,0,4,94
3328TR004B,15/7/2021,GSP3,-,-,-,-,-,-,-,-
3328TR004B,23/11/2020,GSP3,0,11975,11975,0,3,0,2,45
3328TR004B,22/11/2020,GSP3,-,-,-,-,-,-,-,-
3328TR004B,28/11/2019,GSP3,2,9173,9173,0,2,1,2,51
3328TR004B,13/11/2019,GSP3,-,-,-,-,-,-,-,-
3328TR004B,11/12/2018,GSP3,0,25084,25084,0,0,2,0,73
3328TR004B,25/12/2017,GSP3,-,-,-,-,-,-,-,-
3328TR004B,15/12/2017,GSP3,-,-,-,-,-,-,-,-
3328TR004B,14/12/2017,GSP3,0,13349,27970,0,0,0,0,20
3328TR004B,14/12/2016,GSP3,-,-,-,-,-,-,-,-
3328TR004B,23/11/2015,GSP3,-,-,-,-,-,-,-,-
3328TR004B,29/1/2015,GSP3,-,-,-,-,-,-,-,-
3328TR004B,25/11/2013,GSP3,-,-,-,-,-,-,-,-
,,,,,,,,,,
3328TR005A,23/12/2022,GSP3,-,-,-,-,-,-,-,-
3328TR005A,22/12/2022,GSP3,-,-,-,-,-,-,-,-
3328TR005A,21/12/2022,GSP3,0,18906,61224,0,57,0,5,487
3328TR005A,24/12/2021,GSP3,-,-,-,-,-,-,-,-
3328TR005A,25/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR005A,24/11/2021,GSP3,7,22309,66436,0,40,0,5,432
3328TR005A,23/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR005A,22/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR005A,21/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR005A,20/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR005A,15/7/2021,GSP3,-,-,-,-,-,-,-,-
3328TR005A,23/11/2020,GSP3,5,9022,26892,0,23,0,2,188
3328TR005A,22/11/2020,GSP3,-,-,-,-,-,-,-,-
3328TR005A,28/11/2019,GSP3,2,6819,23342,0,21,1,2,165
3328TR005A,13/11/2019,GSP3,-,-,-,-,-,-,-,-
3328TR005A,11/12/2018,GSP3,0,21402,56645,0,10,0,0,150
3328TR005A,25/12/2017,GSP3,-,-,-,-,-,-,-,-
3328TR005A,15/12/2017,GSP3,-,-,-,-,-,-,-,-
3328TR005A,14/12/2017,GSP3,0,17808,52067,0,33,0,0,457
3328TR005A,14/12/2016,GSP3,-,-,-,-,-,-,-,-
3328TR005A,23/11/2015,GSP3,-,-,-,-,-,-,-,-
3328TR005A,29/1/2015,GSP3,-,-,-,-,-,-,-,-
3328TR005A,25/11/2013,GSP3,-,-,-,-,-,-,-,-
,,,,,,,,,,
3328TR005B,23/12/2022,GSP3,-,-,-,-,-,-,-,-
3328TR005B,22/12/2022,GSP3,-,-,-,-,-,-,-,-
3328TR005B,21/12/2022,GSP3,0,17830,60620,0,58,0,5,503
3328TR005B,24/12/2021,GSP3,-,-,-,-,-,-,-,-
3328TR005B,25/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR005B,24/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR005B,23/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR005B,22/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR005B,21/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR005B,20/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR005B,15/7/2021,GSP3,-,-,-,-,-,-,-,-
3328TR005B,23/11/2020,GSP3,3,7814,26064,0,31,0,3,218
3328TR005B,22/11/2020,GSP3,-,-,-,-,-,-,-,-
3328TR005B,28/11/2019,GSP3,3,6902,25142,0,26,0,2,198
3328TR005B,13/11/2019,GSP3,-,-,-,-,-,-,-,-
3328TR005B,11/12/2018,GSP3,0,24828,63463,2,11,0,0,170
3328TR005B,25/12/2017,GSP3,-,-,-,-,-,-,-,-
3328TR005B,15/12/2017,GSP3,-,-,-,-,-,-,-,-
3328TR005B,14/12/2017,GSP3,0,21870,63753,0,39,0,0,495
3328TR005B,14/12/2016,GSP3,0,19922,58565,0,34,0,0,453
3328TR005B,23/11/2015,GSP3,-,-,-,-,-,-,-,-
3328TR005B,29/1/2015,GSP3,-,-,-,-,-,-,-,-
3328TR005B,25/11/2013,GSP3,-,-,-,-,-,-,-,-
,,,,,,,,,,
3325CLR001,23/12/2022,GSP3,-,-,-,-,-,-,-,-
3325CLR001,22/12/2022,GSP3,-,-,-,-,-,-,-,-
3325CLR001,21/12/2022,GSP3,5,23171,56514,0,1,0,3,125
3325CLR001,24/12/2021,GSP3,-,-,-,-,-,-,-,-
3325CLR001,25/11/2021,GSP3,-,-,-,-,-,-,-,-
3325CLR001,24/11/2021,GSP3,-,-,-,-,-,-,-,-
3325CLR001,23/11/2021,GSP3,-,-,-,-,-,-,-,-
3325CLR001,22/11/2021,GSP3,-,-,-,-,-,-,-,-
3325CLR001,21/11/2021,GSP3,-,-,-,-,-,-,-,-
3325CLR001,20/11/2021,GSP3,5,24881,60965,0,0,0,3,95
3325CLR001,15/7/2021,GSP3,-,-,-,-,-,-,-,-
3325CLR001,23/11/2020,GSP3,5,9298,22840,0,1,0,2,46
3325CLR001,22/11/2020,GSP3,-,-,-,-,-,-,-,-
3325CLR001,28/11/2019,GSP3,2,8078,23411,0,1,1,1,36
3325CLR001,13/11/2019,GSP3,-,-,-,-,-,-,-,-
3325CLR001,11/12/2018,GSP3,0,18092,45330,0,0,0,0,52
3325CLR001,25/12/2017,GSP3,-,-,-,-,-,-,-,-
3325CLR001,15/12/2017,GSP3,-,-,-,-,-,-,-,-
3325CLR001,14/12/2017,GSP3,0,16323,40044,0,0,0,0,129
3325CLR001,14/12/2016,GSP3,-,-,-,-,-,-,-,-
3325CLR001,23/11/2015,GSP3,-,-,-,-,-,-,-,-
3325CLR001,29/1/2015,GSP3,-,-,-,-,-,-,-,-
3325CLR001,25/11/2013,GSP3,-,-,-,-,-,-,-,-
,,,,,,,,,,
3325TR001A,23/12/2022,GSP3,-,-,-,-,-,-,-,-
3325TR001A,22/12/2022,GSP3,-,-,-,-,-,-,-,-
3325TR001A,21/12/2022,GSP3,12,25132,60723,0,1,0,4,141
3325TR001A,24/12/2021,GSP3,-,-,-,-,-,-,-,-
3325TR001A,25/11/2021,GSP3,-,-,-,-,-,-,-,-
3325TR001A,24/11/2021,GSP3,-,-,-,-,-,-,-,-
3325TR001A,23/11/2021,GSP3,-,-,-,-,-,-,-,-
3325TR001A,22/11/2021,GSP3,-,-,-,-,-,-,-,-
3325TR001A,21/11/2021,GSP3,-,-,-,-,-,-,-,-
3325TR001A,20/11/2021,GSP3,8,27513,62558,0,1,0,4,118
3325TR001A,15/7/2021,GSP3,-,-,-,-,-,-,-,-
3325TR001A,23/11/2020,GSP3,5,10954,26402,0,1,0,2,65
3325TR001A,22/11/2020,GSP3,-,-,-,-,-,-,-,-
3325TR001A,28/11/2019,GSP3,6,9099,26000,0,1,1,2,63
3325TR001A,13/11/2019,GSP3,-,-,-,-,-,-,-,-
3325TR001A,11/12/2018,GSP3,0,24756,63468,0,0,0,0,72
3325TR001A,25/12/2017,GSP3,-,-,-,-,-,-,-,-
3325TR001A,15/12/2017,GSP3,-,-,-,-,-,-,-,-
3325TR001A,14/12/2017,GSP3,14,23367,55786,0,0,0,0,145
3325TR001A,14/12/2016,GSP3,-,-,-,-,-,-,-,-
3325TR001A,23/11/2015,GSP3,-,-,-,-,-,-,-,-
3325TR001A,29/1/2015,GSP3,-,-,-,-,-,-,-,-
3325TR001A,25/11/2013,GSP3,-,-,-,-,-,-,-,-
,,,,,,,,,,
3325TR001B,23/12/2022,GSP3,-,-,-,-,-,-,-,-
3325TR001B,22/12/2022,GSP3,-,-,-,-,-,-,-,-
3325TR001B,21/12/2022,GSP3,18,25774,64659,0,12,2,4,150
3325TR001B,24/12/2021,GSP3,-,-,-,-,-,-,-,-
3325TR001B,25/11/2021,GSP3,-,-,-,-,-,-,-,-
3325TR001B,24/11/2021,GSP3,-,-,-,-,-,-,-,-
3325TR001B,23/11/2021,GSP3,-,-,-,-,-,-,-,-
3325TR001B,22/11/2021,GSP3,-,-,-,-,-,-,-,-
3325TR001B,21/11/2021,GSP3,-,-,-,-,-,-,-,-
3325TR001B,20/11/2021,GSP3,19,29110,70152,0,22,3,6,153
3325TR001B,15/7/2021,GSP3,-,-,-,-,-,-,-,-
3325TR001B,23/11/2020,GSP3,8,10734,26600,0,27,3,3,76
3325TR001B,22/11/2020,GSP3,-,-,-,-,-,-,-,-
3325TR001B,28/11/2019,GSP3,10,8506,26046,0,53,6,6,84
3325TR001B,13/11/2019,GSP3,-,-,-,-,-,-,-,-
3325TR001B,11/12/2018,GSP3,20,25274,67702,0,113,8,36,137
3325TR001B,25/12/2017,GSP3,-,-,-,-,-,-,-,-
3325TR001B,15/12/2017,GSP3,-,-,-,-,-,-,-,-
3325TR001B,14/12/2017,GSP3,17,19623,47779,0,0,0,0,187
3325TR001B,14/12/2016,GSP3,-,-,-,-,-,-,-,-
3325TR001B,23/11/2015,GSP3,-,-,-,-,-,-,-,-
3325TR001B,29/1/2015,GSP3,-,-,-,-,-,-,-,-
3325TR001B,25/11/2013,GSP3,-,-,-,-,-,-,-,-
,,,,,,,,,,
3325TR001C,23/12/2022,GSP3,-,-,-,-,-,-,-,-
3325TR001C,22/12/2022,GSP3,-,-,-,-,-,-,-,-
3325TR001C,21/12/2022,GSP3,0,26377,61549,2,328,128,109,178
3325TR001C,24/12/2021,GSP3,-,-,-,-,-,-,-,-
3325TR001C,25/11/2021,GSP3,-,-,-,-,-,-,-,-
3325TR001C,24/11/2021,GSP3,-,-,-,-,-,-,-,-
3325TR001C,23/11/2021,GSP3,-,-,-,-,-,-,-,-
3325TR001C,22/11/2021,GSP3,-,-,-,-,-,-,-,-
3325TR001C,21/11/2021,GSP3,3,24793,68385,4,22,5,10,369
3325TR001C,20/11/2021,GSP3,-,-,-,-,-,-,-,-
3325TR001C,15/7/2021,GSP3,-,-,-,-,-,-,-,-
3325TR001C,23/11/2020,GSP3,0,8720,26697,2,13,4,5,202
3325TR001C,22/11/2020,GSP3,-,-,-,-,-,-,-,-
3325TR001C,28/11/2019,GSP3,2,7961,28037,4,10,5,6,212
3325TR001C,13/11/2019,GSP3,-,-,-,-,-,-,-,-
3325TR001C,11/12/2018,GSP3,0,21810,66210,9,0,3,7,372
3325TR001C,25/12/2017,GSP3,-,-,-,-,-,-,-,-
3325TR001C,15/12/2017,GSP3,-,-,-,-,-,-,-,-
3325TR001C,14/12/2017,GSP3,12,21134,57748,10,0,0,0,191
3325TR001C,14/12/2016,GSP3,-,-,-,-,-,-,-,-
3325TR001C,23/11/2015,GSP3,-,-,-,-,-,-,-,-
3325TR001C,29/1/2015,GSP3,-,-,-,-,-,-,-,-
3325TR001C,25/11/2013,GSP3,-,-,-,-,-,-,-,-
,,,,,,,,,,
3328TR006A,23/12/2022,GSP3,-,-,-,-,-,-,-,-
3328TR006A,22/12/2022,GSP3,-,-,-,-,-,-,-,-
3328TR006A,21/12/2022,GSP3,0,11823,47378,0,5,1,10,872
3328TR006A,24/12/2021,GSP3,-,-,-,-,-,-,-,-
3328TR006A,25/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR006A,24/11/2021,GSP3,29,14267,49877,0,4,1,9,738
3328TR006A,23/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR006A,22/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR006A,21/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR006A,20/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR006A,15/7/2021,GSP3,-,-,-,-,-,-,-,-
3328TR006A,23/11/2020,GSP3,0,10392,26779,0,3,1,4,198
3328TR006A,22/11/2020,GSP3,-,-,-,-,-,-,-,-
3328TR006A,28/11/2019,GSP3,0,7205,27311,0,3,1,5,306
3328TR006A,13/11/2019,GSP3,-,-,-,-,-,-,-,-
3328TR006A,11/12/2018,GSP3,0,29042,59662,0,0,0,0,86
3328TR006A,25/12/2017,GSP3,-,-,-,-,-,-,-,-
3328TR006A,15/12/2017,GSP3,-,-,-,-,-,-,-,-
3328TR006A,14/12/2017,GSP3,0,9680,31277,0,0,0,0,672
3328TR006A,14/12/2016,GSP3,-,-,-,-,-,-,-,-
3328TR006A,23/11/2015,GSP3,-,-,-,-,-,-,-,-
3328TR006A,29/1/2015,GSP3,-,-,-,-,-,-,-,-
3328TR006A,25/11/2013,GSP3,-,-,-,-,-,-,-,-
,,,,,,,,,,
3328TR006B,23/12/2022,GSP3,-,-,-,-,-,-,-,-
3328TR006B,22/12/2022,GSP3,-,-,-,-,-,-,-,-
3328TR006B,21/12/2022,GSP3,21,13481,54721,0,7,0,10,850
3328TR006B,24/12/2021,GSP3,-,-,-,-,-,-,-,-
3328TR006B,25/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR006B,24/11/2021,GSP3,37,13077,54191,0,7,1,10,738
3328TR006B,23/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR006B,22/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR006B,21/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR006B,20/11/2021,GSP3,-,-,-,-,-,-,-,-
3328TR006B,15/7/2021,GSP3,-,-,-,-,-,-,-,-
3328TR006B,23/11/2020,GSP3,0,9795,25933,0,4,1,4,215
3328TR006B,22/11/2020,GSP3,-,-,-,-,-,-,-,-
3328TR006B,28/11/2019,GSP3,0,4869,21496,0,4,1,5,339
3328TR006B,13/11/2019,GSP3,-,-,-,-,-,-,-,-
3328TR006B,11/12/2018,GSP3,0,10402,41309,0,0,3,7,850
3328TR006B,25/12/2017,GSP3,-,-,-,-,-,-,-,-
3328TR006B,15/12/2017,GSP3,-,-,-,-,-,-,-,-
3328TR006B,14/12/2017,GSP3,0,9619,37140,0,0,0,0,670
3328TR006B,14/12/2016,GSP3,-,-,-,-,-,-,-,-
3328TR006B,23/11/2015,GSP3,-,-,-,-,-,-,-,-
3328TR006B,29/1/2015,GSP3,-,-,-,-,-,-,-,-
3328TR006B,25/11/2013,GSP3,-,-,-,-,-,-,-,-
,,,,,,,,,,
3525TR01A,23/12/2022,GSP5,-,-,-,-,-,-,-,-
3525TR01A,22/12/2022,GSP5,12,18999,63862,0,79,3,11,518
3525TR01A,21/12/2022,GSP5,-,-,-,-,-,-,-,-
3525TR01A,24/12/2021,GSP5,-,-,-,-,-,-,-,-
3525TR01A,25/11/2021,GSP5,-,-,-,-,-,-,-,-
3525TR01A,24/11/2021,GSP5,-,-,-,-,-,-,-,-
3525TR01A,23/11/2021,GSP5,-,-,-,-,-,-,-,-
3525TR01A,22/11/2021,GSP5,8,21024,59474,0,53,2,9,321
3525TR01A,21/11/2021,GSP5,-,-,-,-,-,-,-,-
3525TR01A,20/11/2021,GSP5,-,-,-,-,-,-,-,-
3525TR01A,15/7/2021,GSP5,-,-,-,-,-,-,-,-
